"codmunres","municipio","uf","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude"
231010,"Palmácia","CE","Nordeste",23003,"3ª Região Maracanaú",2310,"1a Macro - Fortaleza"
231020,"Paracuru","CE","Nordeste",23002,"2ª Região Caucaia",2310,"1a Macro - Fortaleza"
231025,"Paraipaba","CE","Nordeste",23002,"2ª Região Caucaia",2310,"1a Macro - Fortaleza"
231030,"Parambu","CE","Nordeste",23014,"14ª Região Tauá",2307,"4a Macro - Sertao Central"
231040,"Paramoti","CE","Nordeste",23005,"5ª Região Canindé",2307,"4a Macro - Sertao Central"
231050,"Pedra Branca","CE","Nordeste",23008,"8ª Região Quixadá",2307,"4a Macro - Sertao Central"
231060,"Penaforte","CE","Nordeste",23019,"19ª Região Brejo Santo",2308,"3a Macro - Cariri"
231070,"Pentecoste","CE","Nordeste",23002,"2ª Região Caucaia",2310,"1a Macro - Fortaleza"
231080,"Pereiro","CE","Nordeste",23010,"10ª Região Limoeiro do Norte",2306,"5a Macro - Litoral Leste/Jaguaribe"
231085,"Pindoretama","CE","Nordeste",23022,"22ª Região Cascavel",2310,"1a Macro - Fortaleza"
231090,"Piquet Carneiro","CE","Nordeste",23018,"18ª Região Iguatú",2308,"3a Macro - Cariri"
231095,"Pires Ferreira","CE","Nordeste",23011,"11ª Região Sobral",2309,"2a Macro - Sobral"
231100,"Poranga","CE","Nordeste",23015,"15ª Região Crateús",2309,"2a Macro - Sobral"
231110,"Porteiras","CE","Nordeste",23019,"19ª Região Brejo Santo",2308,"3a Macro - Cariri"
231120,"Potengi","CE","Nordeste",23020,"20ª Região Crato",2308,"3a Macro - Cariri"
231123,"Potiretama","CE","Nordeste",23010,"10ª Região Limoeiro do Norte",2306,"5a Macro - Litoral Leste/Jaguaribe"
231126,"Quiterianópolis","CE","Nordeste",23015,"15ª Região Crateús",2309,"2a Macro - Sobral"
231130,"Quixadá","CE","Nordeste",23008,"8ª Região Quixadá",2307,"4a Macro - Sertao Central"
231135,"Quixelô","CE","Nordeste",23018,"18ª Região Iguatú",2308,"3a Macro - Cariri"
231140,"Quixeramobim","CE","Nordeste",23008,"8ª Região Quixadá",2307,"4a Macro - Sertao Central"
231150,"Quixeré","CE","Nordeste",23010,"10ª Região Limoeiro do Norte",2306,"5a Macro - Litoral Leste/Jaguaribe"
231160,"Redenção","CE","Nordeste",23003,"3ª Região Maracanaú",2310,"1a Macro - Fortaleza"
231170,"Reriutaba","CE","Nordeste",23011,"11ª Região Sobral",2309,"2a Macro - Sobral"
231180,"Russas","CE","Nordeste",23009,"9ª Região Russas",2306,"5a Macro - Litoral Leste/Jaguaribe"
231190,"Saboeiro","CE","Nordeste",23018,"18ª Região Iguatú",2308,"3a Macro - Cariri"
231195,"Salitre","CE","Nordeste",23020,"20ª Região Crato",2308,"3a Macro - Cariri"
231200,"Santana do Acaraú","CE","Nordeste",23011,"11ª Região Sobral",2309,"2a Macro - Sobral"
231210,"Santana do Cariri","CE","Nordeste",23020,"20ª Região Crato",2308,"3a Macro - Cariri"
231220,"Santa Quitéria","CE","Nordeste",23011,"11ª Região Sobral",2309,"2a Macro - Sobral"
231230,"São Benedito","CE","Nordeste",23013,"13ª Região Tianguá",2309,"2a Macro - Sobral"
231240,"São Gonçalo do Amarante","CE","Nordeste",23002,"2ª Região Caucaia",2310,"1a Macro - Fortaleza"
231250,"São João do Jaguaribe","CE","Nordeste",23010,"10ª Região Limoeiro do Norte",2306,"5a Macro - Litoral Leste/Jaguaribe"
231260,"São Luís do Curu","CE","Nordeste",23002,"2ª Região Caucaia",2310,"1a Macro - Fortaleza"
231270,"Senador Pompeu","CE","Nordeste",23008,"8ª Região Quixadá",2307,"4a Macro - Sertao Central"
231280,"Senador Sá","CE","Nordeste",23011,"11ª Região Sobral",2309,"2a Macro - Sobral"
231290,"Sobral","CE","Nordeste",23011,"11ª Região Sobral",2309,"2a Macro - Sobral"
231300,"Solonópole","CE","Nordeste",23008,"8ª Região Quixadá",2307,"4a Macro - Sertao Central"
231310,"Tabuleiro do Norte","CE","Nordeste",23010,"10ª Região Limoeiro do Norte",2306,"5a Macro - Litoral Leste/Jaguaribe"
231320,"Tamboril","CE","Nordeste",23015,"15ª Região Crateús",2309,"2a Macro - Sobral"
231325,"Tarrafas","CE","Nordeste",23020,"20ª Região Crato",2308,"3a Macro - Cariri"
231330,"Tauá","CE","Nordeste",23014,"14ª Região Tauá",2307,"4a Macro - Sertao Central"
231335,"Tejuçuoca","CE","Nordeste",23002,"2ª Região Caucaia",2310,"1a Macro - Fortaleza"
231340,"Tianguá","CE","Nordeste",23013,"13ª Região Tianguá",2309,"2a Macro - Sobral"
231350,"Trairi","CE","Nordeste",23006,"6ª Região Itapipoca",2310,"1a Macro - Fortaleza"
231355,"Tururu","CE","Nordeste",23006,"6ª Região Itapipoca",2310,"1a Macro - Fortaleza"
231360,"Ubajara","CE","Nordeste",23013,"13ª Região Tianguá",2309,"2a Macro - Sobral"
231370,"Umari","CE","Nordeste",23017,"17ª Região Icó",2308,"3a Macro - Cariri"
231375,"Umirim","CE","Nordeste",23006,"6ª Região Itapipoca",2310,"1a Macro - Fortaleza"
231380,"Uruburetama","CE","Nordeste",23006,"6ª Região Itapipoca",2310,"1a Macro - Fortaleza"
231390,"Uruoca","CE","Nordeste",23011,"11ª Região Sobral",2309,"2a Macro - Sobral"
231395,"Varjota","CE","Nordeste",23011,"11ª Região Sobral",2309,"2a Macro - Sobral"
231400,"Várzea Alegre","CE","Nordeste",23020,"20ª Região Crato",2308,"3a Macro - Cariri"
231410,"Viçosa do Ceará","CE","Nordeste",23013,"13ª Região Tianguá",2309,"2a Macro - Sobral"
240010,"Acari","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240020,"Açu","RN","Nordeste",24008,"Açu",2401,"Macrorregiao II"
240030,"Afonso Bezerra","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240040,"Água Nova","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240050,"Alexandria","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240060,"Almino Afonso","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240070,"Alto do Rodrigues","RN","Nordeste",24008,"Açu",2401,"Macrorregiao II"
240080,"Angicos","RN","Nordeste",24008,"Açu",2401,"Macrorregiao II"
240090,"Antônio Martins","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240100,"Apodi","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
240110,"Areia Branca","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
240120,"Arês","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240130,"Augusto Severo","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
240140,"Baía Formosa","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240145,"Baraúna","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
240150,"Barcelona","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
240160,"Bento Fernandes","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240165,"Bodó","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240170,"Bom Jesus","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
240180,"Brejinho","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240185,"Caiçara do Norte","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240190,"Caiçara do Rio do Vento","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240200,"Caicó","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240210,"Campo Redondo","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
240220,"Canguaretama","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240230,"Caraúbas","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
240240,"Carnaúba dos Dantas","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240250,"Carnaubais","RN","Nordeste",24008,"Açu",2401,"Macrorregiao II"
240260,"Ceará-Mirim","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240270,"Cerro Corá","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240280,"Coronel Ezequiel","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
240290,"Coronel João Pessoa","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240300,"Cruzeta","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240310,"Currais Novos","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240320,"Doutor Severiano","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240325,"Parnamirim","RN","Nordeste",24007,"Metropolitana",2402,"Macrorregiao I"
240330,"Encanto","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240340,"Equador","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240350,"Espírito Santo","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240360,"Extremoz","RN","Nordeste",24007,"Metropolitana",2402,"Macrorregiao I"
240370,"Felipe Guerra","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
240375,"Fernando Pedroza","RN","Nordeste",24008,"Açu",2401,"Macrorregiao II"
240380,"Florânia","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240390,"Francisco Dantas","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240400,"Frutuoso Gomes","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240410,"Galinhos","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240420,"Goianinha","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240430,"Governador Dix-Sept Rosado","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
240440,"Grossos","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
240450,"Guamaré","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240460,"Ielmo Marinho","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240470,"Ipanguaçu","RN","Nordeste",24008,"Açu",2401,"Macrorregiao II"
240480,"Ipueira","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240485,"Itajá","RN","Nordeste",24008,"Açu",2401,"Macrorregiao II"
240490,"Itaú","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240500,"Jaçanã","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
240510,"Jandaíra","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240520,"Janduís","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
240530,"Januário Cicco","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
240540,"Japi","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
240550,"Jardim de Angicos","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240560,"Jardim de Piranhas","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240570,"Jardim do Seridó","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240580,"João Câmara","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240590,"João Dias","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240600,"José da Penha","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240610,"Jucurutu","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240615,"Jundiá","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240620,"Lagoa d'Anta","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240630,"Lagoa de Pedras","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240640,"Lagoa de Velhos","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
240650,"Lagoa Nova","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240660,"Lagoa Salgada","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240670,"Lajes","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240680,"Lajes Pintadas","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
240690,"Lucrécia","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240700,"Luís Gomes","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240710,"Macaíba","RN","Nordeste",24007,"Metropolitana",2402,"Macrorregiao I"
240720,"Macau","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240725,"Major Sales","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240730,"Marcelino Vieira","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240740,"Martins","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240750,"Maxaranguape","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240760,"Messias Targino","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
240770,"Montanhas","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240780,"Monte Alegre","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240790,"Monte das Gameleiras","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240800,"Mossoró","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
240810,"Natal","RN","Nordeste",24007,"Metropolitana",2402,"Macrorregiao I"
240820,"Nísia Floresta","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240830,"Nova Cruz","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240840,"Olho-d'Água do Borges","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240850,"Ouro Branco","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240860,"Paraná","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240870,"Paraú","RN","Nordeste",24008,"Açu",2401,"Macrorregiao II"
240880,"Parazinho","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240890,"Parelhas","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
240895,"Rio do Fogo","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240910,"Passa e Fica","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240920,"Passagem","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240930,"Patu","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240933,"Santa Maria","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
240940,"Pau dos Ferros","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
240950,"Pedra Grande","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240960,"Pedra Preta","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240970,"Pedro Avelino","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
240980,"Pedro Velho","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
240990,"Pendências","RN","Nordeste",24008,"Açu",2401,"Macrorregiao II"
241000,"Pilões","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241010,"Poço Branco","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
241020,"Portalegre","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241025,"Porto do Mangue","RN","Nordeste",24008,"Açu",2401,"Macrorregiao II"
241030,"Serra Caiada","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
241040,"Pureza","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
241050,"Rafael Fernandes","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241060,"Rafael Godeiro","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241070,"Riacho da Cruz","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241080,"Riacho de Santana","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241090,"Riachuelo","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
241100,"Rodolfo Fernandes","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241105,"Tibau","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
241110,"Ruy Barbosa","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
241120,"Santa Cruz","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
241140,"Santana do Matos","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
241142,"Santana do Seridó","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
241150,"Santo Antônio","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
241160,"São Bento do Norte","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
241170,"São Bento do Trairí","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
241180,"São Fernando","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
241190,"São Francisco do Oeste","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241200,"São Gonçalo do Amarante","RN","Nordeste",24007,"Metropolitana",2402,"Macrorregiao I"
241210,"São João do Sabugi","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
241220,"São José de Mipibu","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
241230,"São José do Campestre","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
241240,"São José do Seridó","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
241250,"São Miguel","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241255,"São Miguel do Gostoso","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
241260,"São Paulo do Potengi","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
241270,"São Pedro","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
241280,"São Rafael","RN","Nordeste",24008,"Açu",2401,"Macrorregiao II"
241290,"São Tomé","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
241300,"São Vicente","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
241310,"Senador Elói de Souza","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
241320,"Senador Georgino Avelino","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
241330,"Serra de São Bento","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
241335,"Serra do Mel","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
241340,"Serra Negra do Norte","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
241350,"Serrinha","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
241355,"Serrinha dos Pintos","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241360,"Severiano Melo","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241370,"Sítio Novo","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
241380,"Taboleiro Grande","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241390,"Taipu","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
241400,"Tangará","RN","Nordeste",24005,"Santa Cruz",2402,"Macrorregiao I"
241410,"Tenente Ananias","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241415,"Tenente Laurentino Cruz","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
241420,"Tibau do Sul","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
241430,"Timbaúba dos Batistas","RN","Nordeste",24004,"Caicó",2402,"Macrorregiao I"
241440,"Touros","RN","Nordeste",24003,"João Câmara",2402,"Macrorregiao I"
241445,"Triunfo Potiguar","RN","Nordeste",24008,"Açu",2401,"Macrorregiao II"
241450,"Umarizal","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241460,"Upanema","RN","Nordeste",24002,"Mossoró",2401,"Macrorregiao II"
241470,"Várzea","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
241475,"Venha-Ver","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241480,"Vera Cruz","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
241490,"Viçosa","RN","Nordeste",24006,"Pau dos Ferros",2401,"Macrorregiao II"
241500,"Vila Flor","RN","Nordeste",24001,"São José de Mipibu",2402,"Macrorregiao I"
250010,"Água Branca","PB","Nordeste",25011,"11ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250020,"Aguiar","PB","Nordeste",25007,"7ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250030,"Alagoa Grande","PB","Nordeste",25003,"3ª Região",2502,"Macrorregiao II - Campina Grande"
250040,"Alagoa Nova","PB","Nordeste",25003,"3ª Região",2502,"Macrorregiao II - Campina Grande"
250050,"Alagoinha","PB","Nordeste",25002,"2ª Região",2503,"Macrorregiao I - Joao Pessoa"
250053,"Alcantil","PB","Nordeste",25015,"15ª Região",2502,"Macrorregiao II - Campina Grande"
250057,"Algodão de Jandaíra","PB","Nordeste",25003,"3ª Região",2502,"Macrorregiao II - Campina Grande"
250060,"Alhandra","PB","Nordeste",25001,"1ª Região Mata Atlântica",2503,"Macrorregiao I - Joao Pessoa"
250070,"São João do Rio do Peixe","PB","Nordeste",25009,"9ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250073,"Amparo","PB","Nordeste",25005,"5ª Região",2502,"Macrorregiao II - Campina Grande"
250077,"Aparecida","PB","Nordeste",25010,"10ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250080,"Araçagi","PB","Nordeste",25002,"2ª Região",2503,"Macrorregiao I - Joao Pessoa"
250090,"Arara","PB","Nordeste",25003,"3ª Região",2502,"Macrorregiao II - Campina Grande"
250100,"Araruna","PB","Nordeste",25002,"2ª Região",2503,"Macrorregiao I - Joao Pessoa"
250110,"Areia","PB","Nordeste",25003,"3ª Região",2502,"Macrorregiao II - Campina Grande"
250115,"Areia de Baraúnas","PB","Nordeste",25006,"6ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250120,"Areial","PB","Nordeste",25003,"3ª Região",2502,"Macrorregiao II - Campina Grande"
250130,"Aroeiras","PB","Nordeste",25015,"15ª Região",2502,"Macrorregiao II - Campina Grande"
250135,"Assunção","PB","Nordeste",25016,"16ª Região",2502,"Macrorregiao II - Campina Grande"
250140,"Baía da Traição","PB","Nordeste",25014,"14ª Região",2503,"Macrorregiao I - Joao Pessoa"
250150,"Bananeiras","PB","Nordeste",25002,"2ª Região",2503,"Macrorregiao I - Joao Pessoa"
250153,"Baraúna","PB","Nordeste",25004,"4ª Região",2502,"Macrorregiao II - Campina Grande"
250157,"Barra de Santana","PB","Nordeste",25015,"15ª Região",2502,"Macrorregiao II - Campina Grande"
250160,"Barra de Santa Rosa","PB","Nordeste",25004,"4ª Região",2502,"Macrorregiao II - Campina Grande"
250170,"Barra de São Miguel","PB","Nordeste",25015,"15ª Região",2502,"Macrorregiao II - Campina Grande"
250180,"Bayeux","PB","Nordeste",25001,"1ª Região Mata Atlântica",2503,"Macrorregiao I - Joao Pessoa"
250190,"Belém","PB","Nordeste",25002,"2ª Região",2503,"Macrorregiao I - Joao Pessoa"
250200,"Belém do Brejo do Cruz","PB","Nordeste",25008,"8ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250205,"Bernardino Batista","PB","Nordeste",25009,"9ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250210,"Boa Ventura","PB","Nordeste",25007,"7ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250215,"Boa Vista","PB","Nordeste",25016,"16ª Região",2502,"Macrorregiao II - Campina Grande"
250220,"Bom Jesus","PB","Nordeste",25009,"9ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250230,"Bom Sucesso","PB","Nordeste",25008,"8ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250240,"Bonito de Santa Fé","PB","Nordeste",25009,"9ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250250,"Boqueirão","PB","Nordeste",25015,"15ª Região",2502,"Macrorregiao II - Campina Grande"
250260,"Igaracy","PB","Nordeste",25007,"7ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250270,"Borborema","PB","Nordeste",25002,"2ª Região",2503,"Macrorregiao I - Joao Pessoa"
250280,"Brejo do Cruz","PB","Nordeste",25008,"8ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250290,"Brejo dos Santos","PB","Nordeste",25008,"8ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250300,"Caaporã","PB","Nordeste",25001,"1ª Região Mata Atlântica",2503,"Macrorregiao I - Joao Pessoa"
250310,"Cabaceiras","PB","Nordeste",25015,"15ª Região",2502,"Macrorregiao II - Campina Grande"
250320,"Cabedelo","PB","Nordeste",25001,"1ª Região Mata Atlântica",2503,"Macrorregiao I - Joao Pessoa"
250330,"Cachoeira dos Índios","PB","Nordeste",25009,"9ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250340,"Cacimba de Areia","PB","Nordeste",25006,"6ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250350,"Cacimba de Dentro","PB","Nordeste",25002,"2ª Região",2503,"Macrorregiao I - Joao Pessoa"
250355,"Cacimbas","PB","Nordeste",25006,"6ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250360,"Caiçara","PB","Nordeste",25002,"2ª Região",2503,"Macrorregiao I - Joao Pessoa"
250370,"Cajazeiras","PB","Nordeste",25009,"9ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250375,"Cajazeirinhas","PB","Nordeste",25013,"13ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250380,"Caldas Brandão","PB","Nordeste",25012,"12ª Região",2503,"Macrorregiao I - Joao Pessoa"
250390,"Camalaú","PB","Nordeste",25005,"5ª Região",2502,"Macrorregiao II - Campina Grande"
250400,"Campina Grande","PB","Nordeste",25016,"16ª Região",2502,"Macrorregiao II - Campina Grande"
250403,"Capim","PB","Nordeste",25014,"14ª Região",2503,"Macrorregiao I - Joao Pessoa"
250407,"Caraúbas","PB","Nordeste",25005,"5ª Região",2502,"Macrorregiao II - Campina Grande"
250410,"Carrapateira","PB","Nordeste",25009,"9ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250415,"Casserengue","PB","Nordeste",25002,"2ª Região",2503,"Macrorregiao I - Joao Pessoa"
250420,"Catingueira","PB","Nordeste",25006,"6ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250430,"Catolé do Rocha","PB","Nordeste",25008,"8ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250435,"Caturité","PB","Nordeste",25015,"15ª Região",2502,"Macrorregiao II - Campina Grande"
250440,"Conceição","PB","Nordeste",25007,"7ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250450,"Condado","PB","Nordeste",25006,"6ª Região",2501,"Macrorregiao III - Sertao/Alto Sertao"
250460,"Conde","PB","Nordeste",25001,"1ª Região Mata Atlântica",2503,"Macrorregiao I - Joao Pessoa"
